,0
MEASURE_ET_lkg_50_at20V,0.28087777757472693
MEASURE_ET_DC_Stress_Id_stress_before,0.15186955990604611
THIN_ET_lkg_10,0.13232014064259354
TOPSIN_ET_C100Cap1pf,0.11705722205902078
TOPSIN_ET_DC_PIV_Drain_Lag_0,0.08254519179767125
MEASURE_ET_ABVIETCH,0.08251290136275088
MEASURE_ET_DC_Big_S12dB_10GHz,0.07326136976129968
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,0.07063334580551471
OHMIC_ET_Rsh_an_ct2,0.05879368653826601
TOPSIN_ET_Rc_f_tn_23,0.0546840041225939
MEASURE_ET_Rc_an_ct2_OW_CR,0.052899896242936784
MEASURE_ET_DC_RF2_MAG_26GHz,0.04413463814702863
TOPSIN_ET_lkg_5,0.04387038755373045
MEASURE_ET_DC_SMALL_Ids_m0p2,0.04327467549105625
MEASURE_ET_DC_RF_CF_S12_Mag_L1002,0.04026807231352439
MEASURE_ET_DC_RF2_S22dB_26GHz,0.03701022675994799
SIN_ET_DC_RF_Vbin_gs,0.035296794310679946
MEASURE_ET_CapPARCAP_0,0.03493527899276001
CATHODE_ET_Rcat_cn_2,0.03445419572804315
MEASURE_ET_DC_RF2_S21ang_26GHz,0.03300326234908734
MEASURE_ET_DC_RF_K_W,0.03167733410837613
MEASURE_ET_DC_Big_Vg_optt2,0.030872619977808692
MEASURE_ET_C200_0,0.02859199210820324
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,0.027435932065524797
FIC_ET_DC_RF_Vbgs_0p01,0.027295835545293114
THIN_ET_lkg_100_at20V,0.026597134056933057
ANODE_ET_Rc_an_ct2_OW_CR,0.026269020858612657
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,0.02610828625154169
SIN_GATE_ET_lkg_SY8_80,0.02467105372632551
MEASURE_ET_RF_Modeling_S21_25G_Before,0.023883291893183573
MEASURE_ET_VIA_KLV,0.023735199471516883
TOPSIN_ET_Cap3pf_0,0.022725497375125605
TOPSIN_ET_CapUSV_0,0.02192974988115128
ANODE_ET_Ran_con_1,0.019266022180121613
TOPSIN_ET_C100Cap2pf,0.018317755144901873
THIN_ET_TF_AB_1,0.017310593794010558
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,0.014757158884449085
THIN_ET_Rcat_cn_3_OW_ST,0.01468611616532236
TOPSIN_ET_lkg_C450pf,0.014487922649087926
TOPSIN_ET_R_f_hr_3,0.014097990721003751
TOPSIN_ET_Cap3pf,0.014037259904498894
MaskSetSupplyChipsCount,0.01368961487642838
FIC_ET_DC_RF_Vg_max_Vd_0p1mA,0.013027394245313881
MEASURE_ET_R414,0.012851320292744712
MEASURE_ET_DC_Diode_Rs_9p5,0.01246905127802811
MEASURE_ET_USV_Cappf,0.012251426165022259
FIC_ET_G_per_25,0.011744442197517128
MEASURE_ET_C100CapPARCAP,0.011390057966895434
SIN_ET_lkg_SY07_10,0.011202845426195655
SIN_GATE_ET_Rc_an_ct2,0.01110676025842612
MEASURE_ET_HIRS,0.01102499402375175
FIC_ET_Probe_Number,0.010969585351931346
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,0.010930597502894717
TOPSIN_ET_DC_SMALL_Vbgd_0p1,0.010856863232841386
THIN_ET_Rc_OG142,0.01070297576180949
FIC_ET_Gm_max,0.01060044190495073
MEASURE_ET_DC_RF2_S11dB_26GHz,0.010572199569560056
OHMIC_ET_Rc_an_ct2,0.010539572941932699
ANODE_ET_Rc_an_ct2,0.010513996386843133
FIC_ET_DC_RF_Vbgs_0p1,0.010500355052170743
MEASURE_ET_DC_RF_Vg_Vbon_min,0.01038984658501579
MEASURE_ET_RGAN1,0.010288121342126318
TOPSIN_ET_Cap_C300,0.010249259113583403
MEASURE_ET_DC_RF_Min_S21_Freq_L1002,0.009884513281819407
MEASURE_ET_DC_RD_K,0.00982805982455022
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,0.009801664872865028
MEASURE_ET_DC_RF2_S11ang_26GHz,0.009773058024212153
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,0.00975912122653174
MEASURE_ET_Rc_cat_ct2_OW_ST,0.00964548011861758
THIN_ET_DC_RF_Vds_max_0p1mA,0.009488288443390946
FIC_ET_DC_RF_Vg_max_Vd,0.009363975058534415
MEASURE_ET_DC_RF_CF_S22_Mag_L2180,0.009289576866340786
MEASURE_ET_DC_RF_CF_S11_Ph_L2180,0.008966591672645257
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,0.008820521492943512
FIC_ET_Bad_Gates,0.008819437800691816
MEASURE_ET_DC_RF_Vbgs_0p1,0.008431401449297698
MEASURE_ET_LT_SEC_Vbgd1_Vd8,0.008295726738587514
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,0.008074292204005091
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg,0.0080298147707132
MEASURE_ET_RF_Modeling_Ft,0.008009645622528644
TOPSIN_ET_C100CapPARCAP,0.0079042160177008
MEASURE_ET_LT_SEC_Vd_Id_min_Vd7,0.0075324294244167745
THIN_ET_i5021_2,0.00752436958002164
MEASURE_ET_DC_RF_Max_S11_Ph_L2180,0.007213438559477409
TFRP_ET_Rsh_TFR2,0.007105270118463731
MEASURE_ET_RF_Modeling_S21_19G_After,0.006821562216965396
MEASURE_ET_DC_SEC_Ids_min_ON,0.006761399405510409
TOPSIN_ET_Load_Pull_P.A.E_Last,0.006697672859364281
TOPSIN_ET_DC_SMALL_Vbin_gd,0.006662172427885455
MEASURE_ET_RF_Modeling_Cgd_err,0.006618833028517704
MEASURE_ET_DC_PIV_Ids0_QP1,0.00657808439871595
MEASURE_ET_RGAN2,0.006535115786607213
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg,0.006516119954271138
MEASURE_ET_DC_RF2_S12dB_26GHz,0.0064925713517748895
THIN_ET_Rcat_cn_1,0.006434239248644573
FIC_ET_lkg_SY8_80,0.006174654021603616
MEASURE_ET_RF_Modeling_MAG_19G_Before,0.006148556181568363
MEASURE_ET_DC_Big_Vg_max_Vd_0p1mA,0.006050967852766905
MEASURE_ET_DC_RF_S11ang_26GHz,0.006003127164337794
MEASURE_ET_DC_RF_CF_S11_Ph_L1002,0.00595864709624133
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_FPSD3p2,0.005952364587633712
MEASURE_ET_LT_SEC_Vbgd1_Vd7,0.005932348569960226
MEASURE_ET_DC_SEC_n_gs,0.005791456945049433
THIN_ET_Rcat_cn_1_OW_ST,0.005733886785177053
