,0
MEASURE_ET_lkg_50_at20V,0.31035314891581456
MEASURE_ET_DC_Stress_Id_stress_before,0.16187526460090754
TOPSIN_ET_C100Cap1pf,0.15273113516810288
THIN_ET_lkg_10,0.11546243924310208
TOPSIN_ET_DC_PIV_Drain_Lag_0,0.10058842101866813
MEASURE_ET_ABVIETCH,0.09418135408137665
MEASURE_ET_DC_Big_S12dB_10GHz,0.08752380642530218
TOPSIN_ET_Rc_f_tn_23,0.08168233952381371
MEASURE_ET_DC_SMALL_Ids_m0p2,0.06084297794452886
OHMIC_ET_Rsh_an_ct2,0.058634043001441434
MEASURE_ET_DC_RF2_S22dB_26GHz,0.04873196268739822
ANODE_ET_Rc_an_ct2_OW_CR,0.048514214051752595
FIC_ET_DC_RF_Vbgs_0p01,0.0484329922537513
MEASURE_ET_DC_RF_K_W,0.043449878448522244
SIN_ET_DC_RF_Vbin_gs,0.042879957640073636
MEASURE_ET_DC_RF_CF_S12_Mag_L1002,0.042744187629955285
MEASURE_ET_DC_RF2_MAG_26GHz,0.040614025675014445
TOPSIN_ET_C100Cap2pf,0.037574448996809555
MEASURE_ET_CapPARCAP_0,0.036099219165073804
CATHODE_ET_Rcat_cn_2,0.033928610950239385
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,0.03166239444208571
THIN_ET_TF_AB_1,0.031563623486827064
MEASURE_ET_C200_0,0.028286352502564695
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,0.026997376181168816
TOPSIN_ET_lkg_5,0.025398881361181815
MEASURE_ET_RF_Modeling_S21_25G_Before,0.0253144871345762
TOPSIN_ET_R_f_hr_3,0.024850933317723943
TOPSIN_ET_Cap3pf_0,0.024272769302119402
MEASURE_ET_Rc_an_ct2_OW_CR,0.023862053452660535
THIN_ET_lkg_100_at20V,0.022923411627620106
SIN_ET_lkg_SY07_10,0.02222976185344898
FIC_ET_Probe_Number,0.021839404831443653
MEASURE_ET_DC_Big_Vg_optt2,0.020872688632372377
MEASURE_ET_VIA_KLV,0.020731385424013125
FIC_ET_G_per_25,0.020364959933618695
MaskSetSupplyChipsCount,0.01999301089430037
MEASURE_ET_DC_Diode_Rs_9p5,0.018184445264385993
TOPSIN_ET_DC_SMALL_Vbgd_0p1,0.016768871495480293
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,0.016331468169628164
TOPSIN_ET_R414,0.0156474936565222
MEASURE_ET_DC_Diode_S11_dB_forw,0.015345537925334192
FIC_ET_Bad_Gates,0.014903416483726138
MEASURE_ET_DC_Stress_Id_max_Ig_after,0.014547856387913938
MEASURE_ET_HIRS,0.013824054563259101
MEASURE_ET_DC_RF_CF_S21_Mag_L1018,0.013062825987955952
THIN_ET_i5021_2,0.01291555719215353
MEASURE_ET_DC_RD_Vg_Vbon_min,0.012897284089813039
MEASURE_ET_DC_RF2_S21ang_26GHz,0.012779456561517305
TOPSIN_ET_lkg_C450pf,0.012742814685219993
TOPSIN_ET_Cap3pf,0.012443475367527924
MEASURE_ET_R_f_tn_1,0.01232595283064478
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,0.012152937797426827
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,0.012124678875625274
MEASURE_ET_Rc_cat_ct2,0.01188605807860805
MEASURE_ET_RGAN2,0.011590378150633305
TOPSIN_ET_DC_RF_Vds_max,0.01151582675419459
MEASURE_ET_USV_Cappf,0.011092897578348752
MEASURE_ET_RF_Modeling_S21_19G_After,0.010968187019145967
MEASURE_ET_DC_Big_Vg_max_Vd_0p1mA,0.010917375319373944
MEASURE_ET_LT_SEC_Vbgd1_Vd7,0.010785580073082869
FIC_ET_sh_f_tn_23,0.01061983104529197
THIN_ET_Rc_an_ct2_OW_CR,0.010613211484971515
TOPSIN_ET_lkg_C300pf,0.010009996939665321
TOPSIN_ET_CapFICM1,0.009558938429613438
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,0.009368991668501601
TOPSIN_ET_Load_Pull_P.A.E_Last,0.009291612874633703
MEASURE_ET_DC_RF_S11ang_26GHz,0.009176558997105344
MEASURE_ET_DC_RF_Min_S21_Freq_L1002,0.008957641026225868
OHMIC_ET_Rc_an_ct2,0.008909074244120857
BackEndYield,0.00884558610042386
MEASURE_ET_DC_RF_Vg_Vbon_min,0.008774721200417139
THIN_ET_Rc_OG142,0.00872114653887276
FIC_ET_DC_RF_Vbgs_0p1,0.008686045933691666
MEASURE_ET_RGAN1,0.008574785929717839
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,0.008545457986425822
MEASURE_ET_CapPARCAP,0.008478679323339124
TOPSIN_ET_C100CapPARCAP,0.008395530681749842
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,0.00827733464555498
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,0.007895710052892873
MEASURE_ET_DC_RF_Vt_gd,0.007744616770771066
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm,0.0077154695631532514
THIN_ET_sh_f_hr_23,0.00761389611733091
MEASURE_ET_DC_RF_Max_S11_Mag_L2180,0.00745595581720222
MEASURE_ET_DC_RF_Vbin_gs,0.007364223217524851
THIN_ET_DC_RF_Vg_optt1,0.007338629115472907
TOPSIN_ET_DC_RF_Gm_max,0.007237060876788288
FIC_ET_Gm_max,0.007220769027658298
MEASURE_ET_DC_RF2_S11ang_26GHz,0.007193001028660766
MEASURE_ET_DC_SEC_Ids_min_ON,0.007146643135362201
TOPSIN_ET_C300_0,0.007107442358194039
THIN_ET_Rcat_cn_1,0.006941544847743975
TOPSIN_ET_DC_RF_Vt_gd,0.006887359934488069
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,0.006869436163906979
MEASURE_ET_RF_Modeling_S12ang_10GHz,0.006792044829134253
MEASURE_ET_C300FM1_0,0.00677677587963024
MEASURE_ET_C100CapPARCAP,0.006715661201552258
MEASURE_ET_Load_Pull_GL_set,0.006652246147192804
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1_FPSD3p2,0.006621473885174036
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,0.0065417442414980286
THIN_ET_Rcat_cn_1_OW_ST,0.006519073673520408
MEASURE_ET_Cap2pf_0,0.006509019943570458
TOPSIN_ET_Vds_max,0.006489279763917755
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg,0.006431331735787157
MEASURE_ET_Vbkdn_Cap100_Long,0.00629359442237754
MEASURE_ET_RF_Modeling_Mag_i,0.006275345435188825
TOPSIN_ET_CapUSV_0,0.0062672317175907375
MaskSetName_MS_A,0.006214371185867748
MEASURE_ET_DC_RF_S21ang_26GHz_W,0.006212398773009078
ANODE_ET_Rc_an_ct2,0.0062034755974763565
TOPSIN_ET_DC_SMALL_Vt_gs,0.006194818658969
FIC_ET_DC_RF_Vg_max_Vd_0p1mA,0.006161900579890878
MEASURE_ET_RF_Modeling_Lg,0.0060882652694993445
MEASURE_ET_LT_SEC_Vd_Id_min_Vd7,0.006028440651326464
GATE2_CD_Gate_Leg_Length,0.005867414593010964
TOPSIN_ET_Load_Pull_PhL_meas,0.0058273396681734705
MEASURE_ET_DC_RF_Vbgs_0p01,0.00579221228065504
MEASURE_ET_DC_RF_S22dB_26GHz,0.00577825530915697
TOPSIN_ET_Load_Pull_IG_comp_Last_uA,0.005742008716042204
SIN_GATE_ET_lkg_SY8_80,0.005614103679268169
THIN_ET_DC_RF_Vds_max_0p1mA,0.0055436294681642925
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,0.00553646262827294
MEASURE_ET_Cap3pf_0,0.005501203500515424
MEASURE_ET_DC_Big_S11dB_10GHz,0.005403627151414089
MEASURE_ET_DC_RF_Vboff,0.005324716661894997
MEASURE_ET_DC_Big_S21ang_10GHz,0.005255187563466755
THIN_ET_DC_RF_Vbgs_0p01,0.005250762302785055
MEASURE_ET_DC_RF_Max_S11_Ph_L2180,0.0052095777090385665
FIC_ET_DC_RF_Vbgs1,0.005150860218414662
MEASURE_ET_DC_SEC_X_Ids_max_FPSD3p2,0.005142192629965311
MEASURE_ET_Rc_cat_ct2_OW_ST,0.005126615314063055
MEASURE_ET_DC_RF_CF_S11_Ph_L2180,0.005122334011473376
MEASURE_ET_DC_PIV_Ids0_QP1,0.005112618220217523
MEASURE_ET_DC_RF_S11dB_26GHz_W,0.005075921625327276
SIN_GATE_ET_Rc_an_ct2,0.0050579946855747
MEASURE_ET_DC_RF_S12ang_10GHz,0.005042014370642068
MEASURE_ET_C385pf,0.005038090182570398
MaskSetName_MS_D,0.005023771500520936
MEASURE_ET_DC_SEC_X_Vboff_Id,0.0049406918053929135
MEASURE_ET_DC_SEC_Vgs_0p1V,0.0048306346655105446
MEASURE_ET_DC_Diode_S11_dB_rev,0.0048215264902932075
TOPSIN_ET_R_f_hr_2,0.004782950379093924
MEASURE_ET_C300FB_0,0.004773795588491487
MEASURE_ET_DC_Big_Vg_max_Vd,0.004763671281288099
MEASURE_ET_Rc_an_ct2,0.004761543648652229
TOPSIN_ET_Load_Pull_Pin_Last,0.0047235200828665
CHRE_Ali_Litho_Channel_to_Ohmic_Alignment,0.004702556074807102
TOPSIN_ET_sh_f_hr_23,0.004701213814172797
MEASURE_ET_lkg_70_at20V,0.004684599075387597
MEASURE_ET_DC_PIV_Idss_QP1,0.004633385500067008
MEASURE_ET_Load_Pull_ID_comp_Last_mA,0.004586016843714408
MEASURE_ET_DC_RD_K,0.004442186174479359
MEASURE_ET_lkg_C500pf,0.004430865272386377
MEASURE_ET_RF_Modeling_Cgd_err,0.004417811146468597
TOPSIN_ET_DC_RF_Idss,0.004360931357538276
MEASURE_ET_DC_Big_Vg_optt1,0.004355315575487065
MEASURE_ET_C100C300pf,0.004346412651000365
MEASURE_ET_C_AN_2_OW_CR,0.004340272649363315
OHMIC_ET_sh_GA142,0.004307348085393796
MEASURE_ET_DC_RF_Vbon_min,0.0042967467681691955
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,0.004283467610539002
MEASURE_ET_DC_RF_S11ang_26GHz_W,0.00424948431591493
TOPSIN_ET_Load_Pull_Gain_comp_Last,0.00424416520136746
MEASURE_ET_C100,0.004198064768394326
MEASURE_ET_RF_Modeling_Ft,0.0041756246713900965
